partida_idx,adversario,cnn_primeiro,numero_jogada,n_tracos_antes,jogada_cnn,jogada_otima,score_cnn,score_otimo,delta,cnn_jogou_otima,n_grau3_disponivel,fase,classe_delta,retrato_path
44,Minimax(p=5),1,18,17,V_7_6,V_7_6,-1,-1,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0044/jogada018_cnn_t17_d0_inocua.png
44,Minimax(p=5),1,19,18,V_1_6,H_2_5,-6,-2,4,0,0,meio,fatal,Minimax_p_5/cnn1_partida0044/jogada019_cnn_t18_d4_fatal.png
44,Minimax(p=5),1,21,20,H_2_5,H_0_3,-8,-8,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0044/jogada021_cnn_t20_d0_inocua.png
47,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0047/jogada001_cnn_t00_d0_inocua.png
47,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0047/jogada003_cnn_t02_d0_inocua.png
47,Minimax(p=5),1,5,4,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0047/jogada005_cnn_t04_d0_inocua.png
47,Minimax(p=5),1,7,6,H_0_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0047/jogada007_cnn_t06_d0_inocua.png
47,Minimax(p=5),1,9,8,V_5_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0047/jogada009_cnn_t08_d0_inocua.png
47,Minimax(p=5),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0047/jogada011_cnn_t10_d0_inocua.png
47,Minimax(p=5),1,13,12,H_8_5,H_2_1,0,1,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0047/jogada013_cnn_t12_d1_inocua.png
47,Minimax(p=5),1,15,14,V_1_2,H_8_3,-4,-2,2,0,0,meio,moderada,Minimax_p_5/cnn1_partida0047/jogada015_cnn_t14_d2_moderada.png
47,Minimax(p=5),1,17,16,H_8_3,V_1_0,-3,-3,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0047/jogada017_cnn_t16_d0_inocua.png
47,Minimax(p=5),1,19,18,H_4_1,V_1_0,-3,-3,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0047/jogada019_cnn_t18_d0_inocua.png
47,Minimax(p=5),1,25,24,V_1_4,V_1_4,8,8,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0047/jogada025_cnn_t24_d0_inocua.png
47,Minimax(p=5),1,26,25,H_2_5,H_2_5,7,7,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0047/jogada026_cnn_t25_d0_inocua.png
47,Minimax(p=5),1,27,26,H_4_5,H_4_3,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0047/jogada027_cnn_t26_d0_inocua.png
47,Minimax(p=5),1,28,27,H_6_5,H_4_3,5,5,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0047/jogada028_cnn_t27_d0_inocua.png
47,Minimax(p=5),1,29,28,V_7_4,H_4_3,4,4,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0047/jogada029_cnn_t28_d0_inocua.png
47,Minimax(p=5),1,30,29,H_4_3,H_4_3,3,3,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0047/jogada030_cnn_t29_d0_inocua.png
47,Minimax(p=5),1,31,30,H_6_3,H_6_3,2,2,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0047/jogada031_cnn_t30_d0_inocua.png
40,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0040/jogada001_cnn_t00_d0_inocua.png
40,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0040/jogada003_cnn_t02_d0_inocua.png
40,Minimax(p=5),1,5,4,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0040/jogada005_cnn_t04_d0_inocua.png
40,Minimax(p=5),1,7,6,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0040/jogada007_cnn_t06_d0_inocua.png
40,Minimax(p=5),1,9,8,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0040/jogada009_cnn_t08_d0_inocua.png
40,Minimax(p=5),1,11,10,H_0_1,H_0_1,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada011_cnn_t10_d0_inocua.png
40,Minimax(p=5),1,13,12,H_8_3,V_7_4,-1,0,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada013_cnn_t12_d1_inocua.png
40,Minimax(p=5),1,15,14,V_7_6,V_3_4,-2,-1,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada015_cnn_t14_d1_inocua.png
40,Minimax(p=5),1,17,16,H_0_5,H_0_3,-4,-4,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada017_cnn_t16_d0_inocua.png
40,Minimax(p=5),1,20,19,H_2_3,H_2_3,-1,-1,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada020_cnn_t19_d0_inocua.png
40,Minimax(p=5),1,21,20,H_4_1,V_1_0,-3,-3,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0040/jogada021_cnn_t20_d0_inocua.png
40,Minimax(p=5),1,27,26,H_6_5,H_6_3,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0040/jogada027_cnn_t26_d0_inocua.png
40,Minimax(p=5),1,28,27,H_4_5,H_4_5,5,5,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0040/jogada028_cnn_t27_d0_inocua.png
40,Minimax(p=5),1,29,28,H_6_3,V_3_4,4,4,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0040/jogada029_cnn_t28_d0_inocua.png
40,Minimax(p=5),1,30,29,H_4_3,V_3_4,3,3,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0040/jogada030_cnn_t29_d0_inocua.png
40,Minimax(p=5),1,31,30,V_3_4,V_3_4,2,2,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0040/jogada031_cnn_t30_d0_inocua.png
41,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0041/jogada001_cnn_t00_d0_inocua.png
41,Minimax(p=5),1,3,2,V_3_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0041/jogada003_cnn_t02_d0_inocua.png
41,Minimax(p=5),1,5,4,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0041/jogada005_cnn_t04_d0_inocua.png
41,Minimax(p=5),1,7,6,V_3_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0041/jogada007_cnn_t06_d0_inocua.png
41,Minimax(p=5),1,9,8,V_5_6,H_0_5,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0041/jogada009_cnn_t08_d0_inocua.png
41,Minimax(p=5),1,11,10,V_7_4,V_7_2,0,1,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada011_cnn_t10_d1_inocua.png
41,Minimax(p=5),1,13,12,H_8_3,V_7_2,-2,0,2,0,0,meio,moderada,Minimax_p_5/cnn1_partida0041/jogada013_cnn_t12_d2_moderada.png
41,Minimax(p=5),1,15,14,V_3_0,V_1_4,1,1,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada015_cnn_t14_d0_inocua.png
41,Minimax(p=5),1,17,16,V_1_4,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada017_cnn_t16_d0_inocua.png
41,Minimax(p=5),1,21,20,H_0_1,H_0_1,4,4,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada021_cnn_t20_d0_inocua.png
41,Minimax(p=5),1,22,21,V_5_0,V_5_0,4,4,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada022_cnn_t21_d0_inocua.png
41,Minimax(p=5),1,25,24,H_6_5,V_3_4,7,7,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0041/jogada025_cnn_t24_d0_inocua.png
41,Minimax(p=5),1,26,25,H_8_5,V_3_4,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0041/jogada026_cnn_t25_d0_inocua.png
41,Minimax(p=5),1,27,26,V_3_4,V_3_4,5,5,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0041/jogada027_cnn_t26_d0_inocua.png
41,Minimax(p=5),1,28,27,H_4_3,H_4_3,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0041/jogada028_cnn_t27_d0_inocua.png
41,Minimax(p=5),1,29,28,H_6_3,H_6_3,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0041/jogada029_cnn_t28_d0_inocua.png
41,Minimax(p=5),1,30,29,V_7_0,V_7_2,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0041/jogada030_cnn_t29_d4_fatal.png
46,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0046/jogada001_cnn_t00_d0_inocua.png
46,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0046/jogada003_cnn_t02_d0_inocua.png
46,Minimax(p=5),1,5,4,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0046/jogada005_cnn_t04_d0_inocua.png
46,Minimax(p=5),1,7,6,V_5_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0046/jogada007_cnn_t06_d0_inocua.png
46,Minimax(p=5),1,9,8,V_3_2,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0046/jogada009_cnn_t08_d0_inocua.png
46,Minimax(p=5),1,11,10,H_8_3,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada011_cnn_t10_d0_inocua.png
46,Minimax(p=5),1,13,12,H_2_5,H_0_5,-1,-1,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada013_cnn_t12_d0_inocua.png
46,Minimax(p=5),1,15,14,V_7_2,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada015_cnn_t14_d0_inocua.png
46,Minimax(p=5),1,17,16,H_0_5,H_0_5,-2,-2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada017_cnn_t16_d0_inocua.png
46,Minimax(p=5),1,20,19,H_0_3,V_1_2,-1,1,2,0,1,meio,moderada,Minimax_p_5/cnn1_partida0046/jogada020_cnn_t19_d2_moderada.png
46,Minimax(p=5),1,23,22,V_7_0,V_7_0,5,5,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada023_cnn_t22_d0_inocua.png
46,Minimax(p=5),1,24,23,V_3_0,V_3_0,4,4,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0046/jogada024_cnn_t23_d0_inocua.png
46,Minimax(p=5),1,27,26,H_4_5,H_4_3,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0046/jogada027_cnn_t26_d0_inocua.png
46,Minimax(p=5),1,28,27,H_6_5,H_4_3,5,5,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0046/jogada028_cnn_t27_d0_inocua.png
46,Minimax(p=5),1,29,28,V_7_4,H_4_3,4,4,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0046/jogada029_cnn_t28_d0_inocua.png
46,Minimax(p=5),1,30,29,H_4_3,H_4_3,3,3,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0046/jogada030_cnn_t29_d0_inocua.png
46,Minimax(p=5),1,31,30,H_6_3,H_6_3,2,2,0,1,2,fim,inocua,Minimax_p_5/cnn1_partida0046/jogada031_cnn_t30_d0_inocua.png
49,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0049/jogada001_cnn_t00_d0_inocua.png
49,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0049/jogada003_cnn_t02_d0_inocua.png
49,Minimax(p=5),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0049/jogada005_cnn_t04_d0_inocua.png
49,Minimax(p=5),1,7,6,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0049/jogada007_cnn_t06_d0_inocua.png
49,Minimax(p=5),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0049/jogada009_cnn_t08_d0_inocua.png
49,Minimax(p=5),1,11,10,V_7_6,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada011_cnn_t10_d0_inocua.png
49,Minimax(p=5),1,13,12,V_5_6,H_0_3,-1,0,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada013_cnn_t12_d1_inocua.png
49,Minimax(p=5),1,15,14,V_7_2,V_7_2,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada015_cnn_t14_d0_inocua.png
49,Minimax(p=5),1,17,16,H_0_5,H_0_5,-2,-2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada017_cnn_t16_d0_inocua.png
49,Minimax(p=5),1,20,19,H_4_1,H_4_1,4,4,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada020_cnn_t19_d0_inocua.png
49,Minimax(p=5),1,23,22,H_4_5,H_4_5,9,9,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada023_cnn_t22_d0_inocua.png
49,Minimax(p=5),1,24,23,H_6_3,V_3_4,8,8,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada024_cnn_t23_d0_inocua.png
49,Minimax(p=5),1,25,24,V_7_4,V_3_4,7,7,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0049/jogada025_cnn_t24_d0_inocua.png
49,Minimax(p=5),1,26,25,H_8_5,V_3_4,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0049/jogada026_cnn_t25_d0_inocua.png
49,Minimax(p=5),1,27,26,V_3_4,V_3_4,5,5,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0049/jogada027_cnn_t26_d0_inocua.png
49,Minimax(p=5),1,28,27,V_3_2,V_3_2,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0049/jogada028_cnn_t27_d0_inocua.png
49,Minimax(p=5),1,29,28,H_2_1,H_2_1,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0049/jogada029_cnn_t28_d0_inocua.png
49,Minimax(p=5),1,30,29,H_0_3,V_1_2,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0049/jogada030_cnn_t29_d4_fatal.png
48,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0048/jogada001_cnn_t00_d0_inocua.png
48,Minimax(p=5),1,3,2,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0048/jogada003_cnn_t02_d0_inocua.png
48,Minimax(p=5),1,5,4,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0048/jogada005_cnn_t04_d0_inocua.png
48,Minimax(p=5),1,7,6,V_3_6,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0048/jogada007_cnn_t06_d0_inocua.png
48,Minimax(p=5),1,9,8,H_6_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0048/jogada009_cnn_t08_d0_inocua.png
48,Minimax(p=5),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada011_cnn_t10_d0_inocua.png
48,Minimax(p=5),1,13,12,V_7_4,V_7_0,-1,0,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada013_cnn_t12_d1_inocua.png
48,Minimax(p=5),1,15,14,H_8_1,V_7_0,2,2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada015_cnn_t14_d0_inocua.png
48,Minimax(p=5),1,17,16,V_5_0,V_5_0,0,0,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada017_cnn_t16_d0_inocua.png
48,Minimax(p=5),1,18,17,V_7_6,V_7_6,-2,-2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada018_cnn_t17_d0_inocua.png
48,Minimax(p=5),1,21,20,H_8_3,H_8_3,4,4,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada021_cnn_t20_d0_inocua.png
48,Minimax(p=5),1,24,23,V_1_2,V_1_2,8,8,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada024_cnn_t23_d0_inocua.png
48,Minimax(p=5),1,25,24,H_2_1,H_2_1,7,7,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0048/jogada025_cnn_t24_d0_inocua.png
48,Minimax(p=5),1,26,25,V_3_0,V_3_0,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0048/jogada026_cnn_t25_d0_inocua.png
48,Minimax(p=5),1,27,26,H_4_3,H_4_3,5,5,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0048/jogada027_cnn_t26_d0_inocua.png
48,Minimax(p=5),1,28,27,V_5_4,V_5_4,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0048/jogada028_cnn_t27_d0_inocua.png
48,Minimax(p=5),1,29,28,H_4_5,H_4_5,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0048/jogada029_cnn_t28_d0_inocua.png
48,Minimax(p=5),1,30,29,V_1_6,H_2_5,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0048/jogada030_cnn_t29_d4_fatal.png
50,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0050/jogada001_cnn_t00_d0_inocua.png
50,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0050/jogada003_cnn_t02_d0_inocua.png
50,Minimax(p=5),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0050/jogada005_cnn_t04_d0_inocua.png
50,Minimax(p=5),1,7,6,V_1_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0050/jogada007_cnn_t06_d0_inocua.png
50,Minimax(p=5),1,9,8,H_2_5,H_0_3,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0050/jogada009_cnn_t08_d0_inocua.png
50,Minimax(p=5),1,11,10,V_7_6,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada011_cnn_t10_d0_inocua.png
50,Minimax(p=5),1,13,12,V_7_4,V_3_0,0,1,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada013_cnn_t12_d1_inocua.png
50,Minimax(p=5),1,15,14,V_3_0,V_3_0,3,3,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada015_cnn_t14_d0_inocua.png
50,Minimax(p=5),1,17,16,H_6_5,H_6_3,2,2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada017_cnn_t16_d0_inocua.png
50,Minimax(p=5),1,20,19,H_6_1,H_2_1,4,4,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada020_cnn_t19_d0_inocua.png
50,Minimax(p=5),1,21,20,V_7_0,V_7_0,4,4,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada021_cnn_t20_d0_inocua.png
50,Minimax(p=5),1,22,21,H_0_1,H_0_1,4,4,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada022_cnn_t21_d0_inocua.png
50,Minimax(p=5),1,25,24,V_5_4,V_5_4,7,7,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0050/jogada025_cnn_t24_d0_inocua.png
50,Minimax(p=5),1,26,25,H_8_3,H_4_5,6,6,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0050/jogada026_cnn_t25_d0_inocua.png
50,Minimax(p=5),1,27,26,H_4_5,H_4_5,5,5,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0050/jogada027_cnn_t26_d0_inocua.png
50,Minimax(p=5),1,28,27,V_3_4,V_3_4,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0050/jogada028_cnn_t27_d0_inocua.png
50,Minimax(p=5),1,29,28,H_2_3,H_2_3,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0050/jogada029_cnn_t28_d0_inocua.png
50,Minimax(p=5),1,30,29,H_0_5,V_1_4,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0050/jogada030_cnn_t29_d4_fatal.png
51,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0051/jogada001_cnn_t00_d0_inocua.png
51,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0051/jogada003_cnn_t02_d0_inocua.png
51,Minimax(p=5),1,5,4,V_5_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0051/jogada005_cnn_t04_d0_inocua.png
51,Minimax(p=5),1,7,6,H_2_5,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0051/jogada007_cnn_t06_d0_inocua.png
51,Minimax(p=5),1,9,8,H_0_1,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0051/jogada009_cnn_t08_d0_inocua.png
51,Minimax(p=5),1,11,10,V_3_2,H_0_3,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada011_cnn_t10_d0_inocua.png
51,Minimax(p=5),1,13,12,V_7_4,H_8_3,-1,0,1,0,0,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada013_cnn_t12_d1_inocua.png
51,Minimax(p=5),1,15,14,H_2_3,V_3_4,0,3,3,0,0,meio,moderada,Minimax_p_5/cnn1_partida0051/jogada015_cnn_t14_d3_moderada.png
51,Minimax(p=5),1,17,16,H_8_5,H_6_5,-2,-2,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada017_cnn_t16_d0_inocua.png
51,Minimax(p=5),1,20,19,V_1_6,H_0_3,0,0,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada020_cnn_t19_d0_inocua.png
51,Minimax(p=5),1,21,20,H_0_3,H_0_3,0,0,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada021_cnn_t20_d0_inocua.png
51,Minimax(p=5),1,22,21,H_4_5,V_3_4,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0051/jogada022_cnn_t21_d0_inocua.png
51,Minimax(p=5),1,27,26,V_1_0,V_1_0,5,5,0,1,2,transicao,inocua,Minimax_p_5/cnn1_partida0051/jogada027_cnn_t26_d0_inocua.png
51,Minimax(p=5),1,28,27,H_4_1,H_4_1,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0051/jogada028_cnn_t27_d0_inocua.png
51,Minimax(p=5),1,29,28,H_6_1,H_6_1,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0051/jogada029_cnn_t28_d0_inocua.png
51,Minimax(p=5),1,30,29,H_8_3,V_7_2,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0051/jogada030_cnn_t29_d4_fatal.png
52,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0052/jogada001_cnn_t00_d0_inocua.png
52,Minimax(p=5),1,3,2,V_3_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0052/jogada003_cnn_t02_d0_inocua.png
52,Minimax(p=5),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0052/jogada005_cnn_t04_d0_inocua.png
52,Minimax(p=5),1,7,6,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0052/jogada007_cnn_t06_d0_inocua.png
52,Minimax(p=5),1,9,8,V_1_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0052/jogada009_cnn_t08_d0_inocua.png
52,Minimax(p=5),1,11,10,H_2_5,H_2_5,1,1,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada011_cnn_t10_d0_inocua.png
52,Minimax(p=5),1,13,12,V_5_4,V_5_4,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada013_cnn_t12_d0_inocua.png
52,Minimax(p=5),1,15,14,V_7_6,H_0_1,-1,-1,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada015_cnn_t14_d0_inocua.png
52,Minimax(p=5),1,18,17,H_0_1,H_0_1,2,2,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada018_cnn_t17_d0_inocua.png
52,Minimax(p=5),1,19,18,H_6_3,H_0_5,0,0,0,1,0,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada019_cnn_t18_d0_inocua.png
52,Minimax(p=5),1,23,22,H_8_1,H_8_1,4,4,0,1,2,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada023_cnn_t22_d0_inocua.png
52,Minimax(p=5),1,24,23,V_3_0,V_3_0,3,3,0,1,1,meio,inocua,Minimax_p_5/cnn1_partida0052/jogada024_cnn_t23_d0_inocua.png
52,Minimax(p=5),1,27,26,V_1_4,V_1_4,5,5,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0052/jogada027_cnn_t26_d0_inocua.png
52,Minimax(p=5),1,28,27,H_2_3,H_2_3,4,4,0,1,1,transicao,inocua,Minimax_p_5/cnn1_partida0052/jogada028_cnn_t27_d0_inocua.png
52,Minimax(p=5),1,29,28,V_3_4,V_3_4,3,3,0,1,1,fim,inocua,Minimax_p_5/cnn1_partida0052/jogada029_cnn_t28_d0_inocua.png
52,Minimax(p=5),1,30,29,V_5_6,H_4_5,-2,2,4,0,1,fim,fatal,Minimax_p_5/cnn1_partida0052/jogada030_cnn_t29_d4_fatal.png
53,Minimax(p=5),1,1,0,V_5_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0053/jogada001_cnn_t00_d0_inocua.png
53,Minimax(p=5),1,3,2,V_5_0,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0053/jogada003_cnn_t02_d0_inocua.png
53,Minimax(p=5),1,5,4,V_3_6,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0053/jogada005_cnn_t04_d0_inocua.png
53,Minimax(p=5),1,7,6,V_1_2,H_0_1,0,0,0,1,0,abertura,inocua,Minimax_p_5/cnn1_partida0053/jogada007_cnn_t06_d0_inocua.png
